Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
1996,1,19,5,1605,1605,1710,1705,WN,970,N337,125,120,115,5,0,HOU,ABQ,759,2,8,0,,0
1996,1,4,4,1155,1155,1251,1252,AS,144,N745AS,56,57,40,-1,0,FAI,ANC,261,4,12,0,,0
1996,1,29,1,600,600,751,740,DL,1419,N918DE,111,100,96,11,0,CLE,ATL,554,7,8,0,,0
1996,1,10,3,732,645,932,904,DL,1643,N126DL,120,139,99,28,47,EWR,ATL,745,7,14,0,,0
1996,1,18,4,1459,1005,1927,1249,DL,471,N998DL,208,104,132,398,294,MCI,ATL,692,8,68,0,,0
1996,1,30,2,1248,1245,1436,1421,DL,499,N406DA,108,96,90,15,3,PBI,ATL,545,6,12,0,,0
1996,1,23,2,1442,1440,1631,1607,DL,1854,N613DL,109,87,92,24,2,SRQ,ATL,445,6,11,0,,0
1996,1,13,6,1503,0,1743,0,AA,1185,N2AJAA,160,164,134,-6,-2,ORD,AUS,978,10,16,0,,0
1996,1,30,2,1351,1336,1341,1325,DL,1817,N675DL,50,49,34,16,15,ATL,BHM,134,3,13,0,,0
1996,1,20,6,1730,1730,1844,1900,WN,336,N303,74,90,63,-16,0,MCI,B,491,5,6,0,,0
1996,1,29,1,1629,1630,1755,1756,US,1132,N896US,86,86,59,-1,-1,DCA,BOS,399,11,16,0,,0
1996,1,10,3,2028,0,2353,0,AA,1198,N5BVAA,145,131,120,192,178,ORD,BOS,867,6,19,0,,0
1996,1,31,3,2024,2020,2136,2134,US,838,N279AU,72,74,54,2,4,LGA,BUF,292,2,16,0,,0
1996,1,19,5,1511,1500,1648,1630,US,470,N226US,97,90,78,18,11,BOS,BWI,370,6,13,0,,0
1996,1,12,5,2311,2315,709,737,US,46,N510AU,298,322,282,-28,-4,SFO,BWI,2457,6,10,0,,0
1996,1,27,6,1901,1855,2005,1950,DL,1078,N908DL,64,55,42,15,6,CVG,CLE,221,6,16,0,,0
1996,1,23,2,1517,1517,1747,1750,TW,556,N54349,90,93,66,-3,0,STL,CLE,487,5,19,0,,0
1996,1,20,6,1111,1110,1312,1302,US,2250,N376US,121,112,95,10,1,EWR,CLT,529,3,23,0,,0
1996,1,11,4,1358,1350,1501,1458,US,2474,N929VJ,63,68,52,3,8,ORF,CLT,290,4,7,0,,0
1996,1,9,2,1857,1755,2010,1912,US,927,N927VJ,73,77,55,58,62,DCA,CMH,322,4,14,0,,0
1996,1,17,3,952,955,1055,1050,CO,1771,N15525,63,55,40,5,-3,IAH,CRP,201,5,18,0,,0
1996,1,6,6,809,730,1038,1009,DL,1124,N917DE,149,159,125,29,39,MIA,CVG,948,4,20,0,,0
1996,1,27,6,1055,1055,1321,1325,WN,296,N693,86,90,75,-4,0,ABQ,DAL,580,2,9,0,,0
1996,1,3,3,2145,2055,2312,2217,DL,1620,N990DL,87,82,63,55,50,ATL,DAY,432,10,14,0,,0
1996,1,16,2,1700,1700,1830,1814,CO,321,N17773,90,74,45,16,0,EWR,DCA,199,8,37,0,,0
1996,1,25,4,1023,1010,1309,1312,TW,484,N9307R,106,122,89,-3,13,STL,DCA,719,2,15,0,,0
1996,1,20,6,1133,1130,1310,1253,CO,1806,N16895,157,143,123,17,3,IAH,DEN,861,6,28,0,,0
1996,1,29,1,1819,1820,2006,2002,HP,491,N186AW,107,102,85,4,-1,PHX,DEN,602,1,21,0,,0
1996,2,26,1,,2000,,2111,HP,2636,N126AW,,71,,,,ELP,PHX,347,0,0,1,,0
1996,2,19,1,919,920,1205,1134,NW,101,N533US,226,194,197,31,-1,MSP,PHX,1276,2,27,0,,0
1996,2,27,2,1109,1110,1355,1353,HP,1288,N305AW,106,103,91,2,-1,SJC,PHX,621,5,10,0,,0
1996,2,17,6,1903,1842,1943,1925,US,1457,N931VJ,40,43,29,18,21,CLE,PIT,105,6,5,0,,0
1996,2,23,5,1043,1040,1319,1327,US,946,N881US,96,107,85,-8,3,MEM,PIT,652,5,6,0,,0
1996,2,17,6,2057,2105,2151,2155,DL,1522,N909DA,54,50,30,-4,-8,MSY,PNS,186,4,20,0,,0
1996,2,20,2,1020,1005,1315,1255,TW,582,N921L,115,110,93,20,15,STL,RDU,667,4,18,0,,0
1996,2,11,7,2044,2030,2149,2140,NW,1500,N3312L,65,70,47,9,14,DTW,ROC,296,4,14,0,,0
1996,2,2,5,2148,2000,2242,2055,WN,1111,N326,54,55,43,107,108,LAS,SAN,258,2,9,0,,0
1996,2,13,2,747,740,835,835,WN,153,N512,48,55,39,0,7,DAL,SAT,248,2,7,0,,0
1996,2,8,4,1253,1255,1336,1329,DL,703,N303DL,43,34,22,7,-2,CVG,SDF,83,4,17,0,,0
1996,2,5,1,2130,2058,10,2328,AS,277,N976AS,160,150,140,42,32,LAX,SEA,954,5,15,0,,0
1996,2,16,5,645,645,824,830,AS,409,N760AS,99,105,84,-6,0,SMF,SEA,605,5,10,0,,0
1996,2,22,4,1456,1445,1834,1755,UA,901,N601UA,398,370,350,39,11,JFK,SFO,2586,5,43,0,,0
1996,2,4,7,1125,935,1238,1043,HP,604,N149AW,133,128,120,115,110,PHX,SFO,651,4,9,0,,0
1996,2,28,3,1454,1440,1630,1616,UA,1499,N339UA,156,156,142,14,14,DEN,SJC,948,4,10,0,,0
1996,2,17,6,803,700,1120,1022,AA,476,N5BVAA,137,142,113,58,63,MIA,SJU,1045,3,21,0,,0
1996,2,12,1,911,910,1046,1043,DL,1893,N907DA,155,153,137,3,1,MCI,SLC,919,7,11,0,,0
1996,2,1,4,2119,1955,2242,2117,UA,1663,N7292U,143,142,128,85,84,DEN,SMF,910,4,11,0,,0
1996,2,22,4,858,900,1134,1117,AA,1689,N5CYAA,276,257,255,17,-2,ORD,S,1726,4,17,0,,0
1996,2,29,4,1959,1950,2054,2045,US,659,N968VJ,115,115,102,9,9,CLT,STL,575,3,10,0,,0
1996,2,22,4,,800,,931,TW,46,UNKNOW,,91,,,,JAN,STL,444,0,0,1,,0
1996,2,29,4,950,950,1100,1110,WN,528,N96,70,80,60,-10,0,OKC,STL,462,3,7,0,,0
1996,2,15,4,1059,1100,1222,1217,TW,72,N54338,83,77,65,5,-1,TUL,STL,351,5,13,0,,0
1996,2,2,5,1230,1225,,1515,CO,437,N16883,,170,,,5,EWR,TPA,998,0,30,0,,1
1996,2,14,3,2130,2035,2313,2236,DL,1297,N477DA,223,241,207,37,55,CVG,TUS,1548,6,10,0,,0
1996,2,19,1,731,730,756,753,DL,1975,N283WA,85,83,74,3,1,TUS,LAX,451,5,6,0,,0
1996,2,3,6,1708,1615,2116,2027,AA,738,N215AA,188,192,150,49,53,DFW,LGA,1389,15,23,0,,0
1996,2,27,2,718,720,822,830,US,271,N864US,64,70,51,-8,-2,RIC,LGA,292,4,9,0,,0
1996,2,7,3,1546,1515,1807,1740,UA,704,N7265U,81,85,66,27,31,DEN,MCI,533,2,13,0,,0
1996,2,23,5,1858,1850,2151,2150,DL,1665,N948DL,173,180,151,1,8,BOS,MCO,1121,5,17,0,,0
1996,2,9,5,829,825,1041,1054,US,1043,N812US,132,149,119,-13,4,PHL,MCO,861,4,9,0,,0
1996,2,8,4,1651,1640,1824,1808,NW,737,N677MC,93,88,61,16,11,MSP,MDW,349,5,27,0,,0
1996,2,7,3,1432,1435,1614,1633,NW,676,N986US,102,118,88,-19,-3,MSP,MEM,700,5,9,0,,0
1996,2,24,6,1054,1045,1425,1420,AA,1614,N722AA,151,155,127,5,9,DFW,MIA,1121,8,16,0,,0
1996,2,13,2,1517,1520,1523,1528,NW,371,N324US,66,68,43,-5,-3,DTW,MKE,238,5,18,0,,0
1996,2,10,6,657,700,751,758,NW,707,N202US,114,118,98,-7,-3,CMH,MSP,627,7,9,0,,0
1996,2,25,7,1912,1825,2141,2029,NW,515,N322US,209,184,163,72,47,LGA,MSP,1020,6,40,0,,0
1996,2,29,4,1301,1305,1349,1340,NW,1820,N942N,48,35,32,9,-4,RST,MSP,76,7,9,0,,0
1996,2,16,5,1055,1100,1157,1200,CO,1908,N33506,62,60,43,-3,-5,IAH,MSY,305,4,15,0,,0
1996,2,18,7,2100,2100,2219,2205,WN,1432,N319,79,65,65,14,0,ONT,OAK,361,2,12,0,,0
1996,2,2,5,1403,1400,1542,1543,TW,337,N405EA,99,103,78,-1,3,STL,OKC,462,4,17,0,,0
1996,2,6,2,1749,1539,1854,1652,UA,2321,N321UA,65,73,53,122,130,SFO,ONT,363,2,10,0,,0
1996,2,7,3,2022,2025,2122,2126,UA,241,N582UA,120,121,104,-4,-3,BWI,ORD,622,5,11,0,,0
1996,2,26,1,700,700,718,710,NW,161,N784NC,78,70,49,8,0,DTW,ORD,235,4,25,0,,0
1996,2,16,5,650,635,1302,1231,AA,1492,N565AA,252,236,221,31,15,LAX,ORD,1745,7,24,0,,0
1996,2,7,3,1401,1400,1507,1514,NW,134,N517US,66,74,48,-7,1,MSP,ORD,334,5,13,0,,0
1996,2,27,2,1422,1355,1455,1434,UA,1847,N7455U,93,99,81,21,27,ROC,ORD,528,3,9,0,,0
1996,2,4,7,1424,1344,1542,1515,DL,638,N996DL,78,91,62,27,40,ATL,ORF,516,5,11,0,,0
1996,2,16,5,2202,2154,2356,2359,AA,1051,N540AA,234,245,222,-3,8,DFW,PDX,1616,3,9,0,,0
1996,2,25,7,1839,1830,2019,2034,US,694,N934VJ,100,124,90,-15,9,ATL,PHL,665,2,8,0,,0
1996,2,3,6,1544,1355,1815,1640,US,2720,N523AU,151,165,128,95,109,MIA,PHL,1013,7,16,0,,0
1996,2,4,7,938,930,1049,1100,UA,1821,N387UA,131,150,114,-11,8,STL,DEN,770,7,10,0,,0
1996,2,14,3,1520,1520,1751,1801,DL,1687,N937DL,91,101,73,-10,0,COS,DFW,592,9,9,0,,0
1996,2,11,7,558,600,652,700,DL,859,N977DL,54,60,39,-8,-2,IAH,DFW,224,4,11,0,,0
1996,2,8,4,1133,1115,1355,1344,NW,411,N676MC,142,149,114,11,18,MSP,DFW,852,5,23,0,,0
1996,2,8,4,1359,1325,1848,1810,DL,1028,N902DA,169,165,153,38,34,SAN,DFW,1171,6,10,0,,0
1996,2,7,3,1235,1235,1527,1507,UA,1828,N947UA,112,92,75,20,0,DEN,DSM,589,5,32,0,,0
1996,2,26,1,658,700,855,854,CO,1459,N14239,117,114,86,1,-2,EWR,DTW,487,10,21,0,,0
1996,2,20,2,803,800,1108,1109,NW,992,N336NW,185,189,169,-1,3,MIA,DTW,1145,5,11,0,,0
1996,2,22,4,1847,1830,2114,2110,TW,280,N54350,87,100,62,4,17,STL,DTW,440,13,12,0,,0
1996,2,1,4,,2120,,2327,DL,542,N607DL,,127,,,,ATL,EWR,745,0,0,1,,0
1996,2,3,6,2354,2355,725,730,CO,1642,N58101,271,275,250,-5,-1,LAS,EWR,2227,7,14,0,,0
1996,2,4,7,1546,1515,1924,1842,TW,32,N950U,158,147,135,42,31,STL,EWR,872,11,12,0,,0
1996,2,23,5,1135,1120,1229,1215,WN,319,N379,54,55,37,14,15,TPA,FLL,197,3,14,0,,0
1996,2,13,2,1244,1245,1409,1418,CO,1135,N17317,85,93,65,-9,-1,EWR,GSO,446,4,16,0,,0
1996,2,27,2,1835,1835,2038,2035,WN,1535,N86,123,120,113,3,0,B,HOU,670,5,5,0,,0
1996,2,5,1,1703,1705,2001,2011,UA,1482,N912UA,118,126,93,-10,-2,ORD,HPN,738,3,22,0,,0
1996,2,15,4,1340,1340,1634,1630,CO,1669,N59630,114,110,93,4,0,ABQ,IAH,744,6,15,0,,0
1996,2,10,6,711,710,853,855,CO,1857,N33608,162,165,147,-2,1,FLL,IAH,965,6,9,0,,0
1996,2,10,6,713,715,1208,1210,CO,178,N10801,175,175,159,-2,-2,SAN,IAH,1303,4,12,0,,0
1996,2,8,4,2116,1955,2339,2209,NW,945,N9338,83,74,61,90,81,MEM,IND,381,6,16,0,,0
1996,2,12,1,1404,1355,1554,1536,TW,766,N52311,110,101,78,18,9,DTW,JFK,508,4,28,0,,0
1996,2,11,7,1512,1450,1603,1545,WN,610,N366,51,55,38,18,22,BUR,LAS,223,4,9,0,,0
1996,2,3,6,1600,1600,1646,1650,WN,852,N696,46,50,36,-4,0,ONT,LAS,197,2,8,0,,0
1996,2,16,5,1340,1330,1442,1445,WN,1643,N513,62,75,55,-3,10,SMF,LAS,397,2,5,0,,0
1996,2,13,2,1846,1845,2048,2025,CO,738,N18835,242,220,204,23,1,IAH,LAX,1379,15,23,0,,0
1996,2,27,2,1704,1700,1842,1810,WN,1718,N615,98,70,81,32,4,OAK,LAX,337,7,10,0,,0
1996,2,18,7,800,800,916,913,DL,1031,N401DA,76,73,50,3,0,SFO,LAX,337,5,21,0,,0
1996,2,20,2,930,930,1028,1030,WN,801,N310,58,60,40,-2,0,PHX,ABQ,328,3,15,0,,0
1996,2,17,6,924,925,1229,1220,DL,662,N499DA,125,115,98,9,-1,AUS,ATL,813,16,11,0,,0
1996,2,2,5,1413,1255,1909,1735,DL,1108,N606DL,176,160,159,94,78,DEN,ATL,1199,8,9,0,,0
1996,2,2,5,823,800,1125,1057,DL,652,N321DL,122,117,102,28,23,ICT,ATL,781,7,13,0,,0
1996,2,21,3,1223,1115,1528,1431,DL,1249,N905DL,125,136,111,57,68,MSP,ATL,906,3,11,0,,0
1996,2,22,4,734,735,1050,1041,DL,1710,N906DL,136,126,118,9,-1,SAT,ATL,874,11,7,0,,0
1996,2,10,6,1914,1905,2126,2120,WN,506,N607,72,75,64,6,9,ELP,AUS,528,4,4,0,,0
1996,2,18,7,2138,2130,2255,2249,US,1490,N775AU,77,79,53,6,8,PIT,BDL,406,6,18,0,,0
1996,2,29,4,850,850,1049,1022,CO,1035,N77215,179,152,132,27,0,EWR,B,748,7,40,0,,0
1996,2,29,4,2235,2235,16,15,DL,1778,N134DL,101,100,84,1,0,CVG,BOS,752,5,12,0,,0
1996,2,18,7,1631,1630,1938,1946,AA,1278,N597AA,127,136,103,-8,1,ORD,BOS,867,9,15,0,,0
1996,2,23,5,,1325,,1552,UA,540,UNKNOW,,87,,,,ORD,BUF,473,0,0,1,,0
1996,2,16,5,,1520,,1633,US,898,UNKNOW,,73,,,,CLT,BWI,361,0,0,1,,0
1996,2,10,6,1006,1007,1053,1055,DL,2009,N947DL,47,48,32,-2,-1,ATL,CAE,191,3,12,0,,0
1996,2,26,1,1550,1550,1916,1923,CO,1994,N33817,146,153,121,-7,0,IAH,CLE,1091,15,10,0,,0
1996,2,22,4,610,600,811,810,US,1071,N413US,121,130,105,1,10,BOS,CLT,728,4,12,0,,0
1996,2,28,3,644,643,802,755,US,541,N574US,78,72,61,7,1,JAX,CLT,329,6,11,0,,0
1996,2,28,3,853,855,1011,1008,US,487,N970VJ,78,73,54,3,-2,SDF,CLT,336,15,9,0,,0
1996,2,21,3,2224,2055,41,2310,WN,321,N522,77,75,64,91,89,STL,CMH,410,3,10,0,,0
1996,2,23,5,1105,1055,1208,1158,DL,715,N924DL,63,63,48,10,10,GRR,CVG,268,4,11,0,,0
1996,2,1,4,1410,1410,1931,1922,DL,826,N614DL,201,192,154,9,0,SLC,CVG,1449,26,21,0,,0
1996,2,14,3,1153,1145,1230,1230,WN,324,N130,37,45,29,0,8,OKC,DAL,181,2,6,0,,0
1996,2,7,3,1257,1256,1648,1643,DL,678,N908DA,171,167,147,5,1,DFW,DCA,1192,11,13,0,,0
1996,2,20,2,,1524,,1828,TW,30,N54334,,124,,,,STL,DCA,719,0,0,1,,0
1996,2,27,2,733,735,851,859,CO,667,N16301,138,144,119,-8,-2,IAH,DEN,861,5,14,0,,0
1996,2,23,5,1310,1310,1443,1455,HP,494,N634AW,93,105,76,-12,0,PHX,DEN,602,3,14,0,,0
1996,3,10,7,835,830,1017,1023,UA,1063,N395UA,102,113,88,-6,5,DEN,PHX,602,4,10,0,,0
1996,3,2,6,2135,2130,2331,2335,WN,252,N81,56,65,50,-4,5,LAX,PHX,370,2,4,0,,0
1996,3,23,6,2305,2305,101,105,TW,462,N956U,56,60,45,-4,0,SAN,PHX,304,2,9,0,,0
1996,3,16,6,1008,1004,1145,1135,DL,312,N294WA,97,91,69,10,4,ATL,PIT,526,6,22,0,,0
1996,3,19,2,141,1920,244,2049,US,1881,N271AU,63,89,48,355,381,EWR,PIT,319,5,10,0,,0
1996,3,29,5,,955,,1109,US,1488,UNKNOW,,74,,,,RIC,PIT,259,0,0,1,,0
1996,3,4,1,1158,1150,1318,1314,US,870,N864US,80,84,68,4,8,PIT,PVD,467,4,8,0,,0
1996,3,6,3,1420,1420,1418,1440,WN,863,N320,58,80,49,-22,0,BOI,RNO,335,2,7,0,,0
1996,3,12,2,1352,1353,1520,1525,DL,205,N631DL,88,92,70,-5,-1,ATL,RSW,515,4,14,0,,0
1996,3,18,1,900,900,1013,1020,WN,1700,N617,73,80,66,-7,0,OAK,SAN,446,2,5,0,,0
1996,3,30,6,929,920,1031,1026,AA,1918,N285AA,62,66,46,5,9,DFW,SAT,247,7,9,0,,0
1996,3,17,7,1850,1845,2036,2026,US,429,N985VJ,106,101,83,10,5,DCA,SDF,474,6,17,0,,0
1996,3,12,2,1829,1833,2110,2106,AS,193,N772AS,161,153,146,4,-4,LAX,SEA,954,4,11,0,,0
