Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
1996,7,31,3,1826,1830,2131,2133,NW,608,N346NW,185,183,153,-2,-4,MIA,DTW,1145,14,18,0,,0
1996,7,15,1,1013,1015,1733,1738,NW,344,N511US,260,263,235,-5,-2,SFO,DTW,2079,13,12,0,,0
1996,7,8,1,1632,1500,1842,1718,CO,382,N13234,130,138,102,84,92,ATL,EWR,745,6,22,0,,0
1996,7,31,3,1207,1205,1341,1343,NW,30,N610NW,94,98,75,-2,2,DTW,EWR,487,7,12,0,,0
1996,7,23,2,1347,1315,1720,1603,CO,444,N14810,213,168,135,77,32,PBI,EWR,1024,14,64,0,,0
1996,7,25,4,2045,2040,2302,2259,DL,1673,N495DA,137,139,124,3,5,CVG,FLL,932,2,11,0,,0
1996,7,3,3,817,819,923,920,DL,1255,N382DL,66,61,50,3,-2,ATL,GNV,300,2,14,0,,0
1996,7,7,7,1540,1545,1755,1815,NW,933,N151US,315,330,297,-20,-5,LAX,HNL,2556,4,14,0,,0
1996,7,5,5,630,630,726,730,WN,708,N302,56,60,47,-4,0,MSY,HOU,303,2,7,0,,0
1996,7,3,3,611,610,1109,1111,UA,1755,N7280U,178,181,161,-2,1,DEN,IAD,1452,6,11,0,,0
1996,7,21,7,1154,1150,1339,1333,CO,1993,N15820,165,163,143,6,4,CLE,IAH,1091,5,17,0,,0
1996,7,23,2,1052,1055,1321,1322,CO,619,N16806,209,207,188,-1,-3,LGA,IAH,1416,5,16,0,,0
1996,7,12,5,1704,1700,2236,2244,CO,240,N16895,212,224,193,-8,4,SFO,IAH,1635,8,11,0,,0
1996,7,9,2,751,744,843,836,UA,418,N7451U,52,52,38,7,7,ORD,IND,177,6,8,0,,0
1996,7,13,6,1720,1610,1917,1754,TW,224,N9405T,117,104,86,83,70,DTW,JFK,508,10,21,0,,0
1996,7,17,3,1115,1054,1156,1148,AS,63,N782AS,101,114,86,8,21,SEA,KTN,680,5,10,0,,0
1996,7,10,3,1620,1616,1724,1714,UA,2162,N309UA,64,58,47,10,4,LAX,LAS,236,3,14,0,,0
1996,7,21,7,645,645,746,749,HP,2085,N636AW,61,64,46,-3,0,SAN,LAS,258,3,12,0,,0
1996,7,10,3,1012,1000,1128,1137,UA,1055,N392UA,136,157,118,-9,12,DEN,LAX,862,8,10,0,,0
1996,7,13,6,1932,1930,2049,2037,HP,2045,N127AW,77,67,46,12,2,LAS,LAX,236,8,23,0,,0
1996,7,2,2,2015,2015,2211,2227,UA,131,N416UA,236,252,213,-16,0,ORD,LAX,1745,7,16,0,,0
1996,7,13,6,1251,1255,1323,1320,DL,1092,N369DL,32,25,20,3,-4,AVP,ABE,50,4,8,0,,0
1996,7,25,4,2352,2300,34,2342,DL,2004,N920DL,42,42,28,52,52,ATL,AGS,143,3,11,0,,0
1996,7,20,6,756,730,1255,1224,DL,1100,N934DL,179,174,161,31,26,ABQ,ATL,1269,4,14,0,,0
1996,7,3,3,600,600,711,718,DL,889,N905DE,71,78,58,-7,0,DAY,ATL,432,5,8,0,,0
1996,7,5,5,546,550,736,737,DL,506,N921DL,50,47,28,-1,-4,HSV,ATL,151,11,11,0,,0
1996,7,6,6,701,700,906,858,AA,1503,N719AA,125,118,86,8,1,MIA,ATL,595,20,19,0,,0
1996,7,31,3,2025,2000,2208,2133,US,1541,N946VJ,103,93,83,35,25,PIT,ATL,526,7,13,0,,0
1996,7,3,3,1335,1325,1620,1619,DL,1917,N535DA,105,114,74,1,10,TUL,ATL,674,5,26,0,,0
1996,7,27,6,1213,1215,1251,1303,NW,1795,N8907E,38,48,25,-12,-2,DTW,AZO,113,5,8,0,,0
1996,7,8,1,1356,1345,1541,1526,UA,283,N9072U,105,101,81,15,11,ORD,BHM,584,3,21,0,,0
1996,7,7,7,1155,1155,1225,1227,US,1256,N887US,90,92,74,-2,0,PIT,B,462,6,10,0,,0
1996,7,25,4,1037,1040,1216,1229,NW,384,N318US,99,109,76,-13,-3,DTW,BOS,632,8,15,0,,0
1996,7,10,3,1500,1500,1558,1610,US,1731,N928VJ,58,70,48,-12,0,PHL,BOS,280,4,6,0,,0
1996,7,18,4,640,640,732,735,WN,568,N366,52,55,41,-3,0,LAS,BUR,223,2,9,0,,0
1996,7,28,7,1551,1510,1707,1633,DL,282,N525DA,76,83,66,34,41,CVG,BWI,430,3,7,0,,0
1996,7,17,3,2115,1950,2202,2045,DL,1796,N906DE,47,55,32,77,85,ATL,CAE,191,6,9,0,,0
1996,7,29,1,1304,1300,1424,1432,CO,409,N70330,80,92,61,-8,4,EWR,CLE,404,4,15,0,,0
1996,7,27,6,1016,1015,1124,1126,US,1682,N899US,68,71,42,-2,1,ATL,CLT,227,9,17,0,,0
1996,7,18,4,1842,1844,1932,1920,US,615,N562AU,50,36,27,12,-2,GSP,CLT,75,18,5,0,,0
1996,7,21,7,1443,1430,1615,1550,US,765,N802US,92,80,65,25,13,PIT,CLT,366,9,18,0,,0
1996,7,15,1,1946,1850,2131,2035,HP,2990,N621AW,105,105,79,56,56,EWR,CMH,462,6,20,0,,0
1996,7,17,3,1320,1320,1509,1508,DL,697,N506DA,109,108,95,1,0,ALB,CVG,623,4,10,0,,0
1996,7,4,4,1441,1440,1718,1722,NW,1426,N3312L,97,102,81,-4,1,MSP,CVG,596,6,10,0,,0
1996,7,16,2,1805,1805,1856,1855,WN,136,N512,51,50,33,1,0,AUS,DAL,189,3,15,0,,0
1996,7,2,2,1427,1426,1755,1752,AA,1636,N2BGAA,148,146,115,3,1,DFW,DAY,861,8,25,0,,0
1996,7,18,4,818,820,1221,1219,CO,532,N16892,183,179,158,2,-2,IAH,DCA,1208,2,23,0,,0
1996,7,30,2,626,625,736,732,UA,1762,N7272U,70,67,54,4,1,ABQ,DEN,349,6,10,0,,0
1996,7,26,5,1639,1640,1656,1701,UA,395,N399UA,77,81,64,-5,-1,ICT,DEN,419,4,9,0,,0
1996,7,28,7,1825,1720,2105,2005,HP,2491,N328AW,100,105,79,60,65,PHX,DEN,602,11,10,0,,0
1996,8,14,3,1137,1135,1215,1220,UA,419,N551UA,98,105,82,-5,2,DEN,PHX,602,3,13,0,,0
1996,8,5,1,700,700,808,810,WN,603,N603,68,70,55,-2,0,LAX,PHX,370,4,9,0,,0
1996,8,5,1,815,815,910,915,WN,1106,N385,55,60,48,-5,0,SAN,PHX,304,2,5,0,,0
1996,8,5,1,912,915,1101,1052,US,388,N856US,109,97,82,9,-3,ATL,PIT,526,3,24,0,,0
1996,8,11,7,1233,1230,1459,1504,US,417,N824US,146,154,130,-5,3,FLL,PIT,994,6,10,0,,0
1996,8,27,2,1750,1740,1854,1852,US,478,N255AU,64,72,51,2,10,RIC,PIT,259,6,7,0,,0
1996,8,27,2,1210,1205,1318,1319,CO,1982,N14381,68,74,46,-1,5,EWR,PWM,284,4,18,0,,0
1996,8,29,4,839,755,920,835,DL,806,N296WA,41,40,25,45,44,RDU,RIC,139,5,11,0,,0
1996,8,28,3,1135,1139,1229,1242,AA,893,N2CUAA,54,63,42,-13,-4,ORD,RST,268,3,9,0,,0
1996,8,15,4,1520,1520,1726,1733,UA,731,N330UA,246,253,224,-7,0,ORD,SAN,1723,3,19,0,,0
1996,8,7,3,1056,1059,1201,1159,AA,739,N279AA,65,60,43,2,-3,DFW,SAT,247,3,19,0,,0
1996,8,8,4,1945,1905,2020,1944,DL,1080,N906DE,35,39,20,36,40,CVG,SDF,83,7,8,0,,0
1996,8,13,2,1750,1730,1842,1821,AS,594,N977AS,52,51,41,21,20,GEG,SEA,224,3,8,0,,0
1996,8,15,4,1748,1740,2205,1946,US,115,N617AU,437,306,276,139,8,PIT,SEA,2125,5,156,0,,0
1996,8,21,3,2030,2000,2158,2125,UA,509,N528UA,148,145,123,33,30,DEN,SFO,967,9,16,0,,0
1996,8,1,4,1433,1432,1541,1549,UA,2046,N377UA,68,77,50,-8,1,LAX,SFO,337,7,11,0,,0
1996,8,22,4,1052,1033,1153,1128,UA,2396,N366UA,61,55,50,25,19,RNO,SFO,192,2,9,0,,0
1996,8,24,6,1017,1015,1138,1146,DL,1573,N915DE,201,211,181,-8,2,DFW,SJC,1438,5,15,0,,0
1996,8,9,5,827,815,1256,1203,AA,1137,N084AA,269,228,209,53,12,JFK,SJU,1597,7,53,0,,0
1996,8,9,5,1908,1850,2124,2103,DL,1939,N308WA,76,73,56,21,18,LAS,SLC,368,6,14,0,,0
1996,8,20,2,639,640,859,905,DL,736,N420DA,80,85,65,-6,-1,SMF,SLC,532,4,11,0,,0
1996,8,21,3,1734,1735,1906,1905,DL,1445,N656DL,272,270,233,1,-1,ATL,S,1919,7,32,0,,0
1996,8,1,4,1738,1739,1821,1830,DL,773,N919DL,103,111,71,-9,-1,ATL,STL,483,5,27,0,,0
1996,8,26,1,1854,1855,1932,1936,NW,1447,N759NW,98,101,77,-4,-1,DTW,STL,440,10,11,0,,0
1996,8,15,4,1501,1435,1600,1530,WN,1078,N528,59,55,43,30,26,MCI,STL,237,3,13,0,,0
1996,8,27,2,1642,1645,2143,2142,TW,391,N9305N,181,177,152,1,-3,PHX,STL,1262,19,10,0,,0
1996,8,22,4,1520,1515,1657,1650,DL,335,N328DL,97,95,75,7,5,CVG,SYR,527,4,18,0,,0
1996,8,2,5,701,700,945,944,DL,315,N967DL,164,164,143,1,1,LGA,TPA,1011,3,18,0,,0
1996,8,21,3,2147,2150,2305,2312,AA,1711,N433AA,198,202,180,-7,-3,ORD,TUS,1437,5,13,0,,0
1996,8,25,7,1806,1805,2006,1951,DL,807,N633DL,300,286,278,15,1,TPA,LAX,2158,7,15,0,,0
1996,8,13,2,1034,1031,1607,1600,UA,404,N553UA,213,209,192,7,3,DEN,LGA,1619,4,17,0,,0
1996,8,15,4,1300,1300,1602,1555,UA,896,N415UA,122,115,98,7,0,ORD,LGA,733,3,21,0,,0
1996,8,15,4,,2116,,2312,UA,464,UNKNOW,,56,,,,ORD,MBS,222,0,0,1,,0
1996,8,17,6,938,900,1056,1012,TW,111,N927L,78,72,44,44,38,STL,MCI,237,3,31,0,,0
1996,8,21,3,741,745,942,950,US,1689,N351US,121,125,101,-8,-4,IAD,MCO,758,4,16,0,,0
1996,8,2,5,1830,1830,1943,1945,WN,1857,N721,73,75,61,-2,0,B,MDW,395,3,9,0,,0
1996,8,23,5,1109,1115,1245,1252,NW,779,N942N,96,97,81,-7,-6,AUS,MEM,559,4,11,0,,0
1996,8,10,6,1545,1546,1742,1717,AA,1897,N2BPAA,117,91,94,25,-1,DFW,MFE,468,4,19,0,,0
1996,8,11,7,1229,1230,1514,1529,AA,1819,N052AA,165,179,141,-15,-1,JFK,MIA,1090,3,21,0,,0
1996,8,7,3,1559,1600,1716,1712,TW,526,N996Z,77,72,49,4,-1,STL,MKE,317,5,23,0,,0
1996,8,2,5,,740,,830,NW,409,N612NW,,110,,,,DAY,MSP,574,0,0,1,,0
1996,8,28,3,1900,1905,2100,2100,NW,371,N330NW,180,175,149,0,-5,LGA,MSP,1020,9,22,0,,0
1996,8,8,4,1445,1440,1718,1701,NW,1256,N942N,93,81,75,17,5,RAP,MSP,490,6,12,0,,0
1996,8,24,6,1712,1700,1806,1800,WN,361,N524,54,60,45,6,12,HOU,MSY,303,2,7,0,,0
1996,8,18,7,1943,1930,2049,2040,WN,865,N686,66,70,57,9,13,LAX,OAK,337,4,5,0,,0
1996,8,7,3,1320,1320,1401,1405,WN,138,N702,41,45,31,-4,0,DAL,OKC,181,4,6,0,,0
1996,8,31,6,1215,1215,1301,1305,WN,1841,N627,46,50,31,-4,0,LAS,ONT,197,2,13,0,,0
1996,8,21,3,1639,1640,1921,1915,AA,2085,N2DEAA,162,155,146,6,-1,AUS,ORD,978,7,9,0,,0
1996,8,2,5,831,800,825,807,UA,465,N9063U,54,67,40,18,31,DAY,ORD,240,7,7,0,,0
1996,8,24,6,1039,1030,1155,1136,UA,645,N1843U,136,126,105,19,9,EWR,ORD,719,9,22,0,,0
1996,8,2,5,1102,1100,1222,1210,AA,321,N550AA,140,130,109,12,2,LGA,ORD,733,11,20,0,,0
1996,8,13,2,2007,2000,2121,2123,UA,1160,N978UA,74,83,53,-2,7,MSP,ORD,334,4,17,0,,0
1996,8,13,2,1112,1117,1211,1219,AA,844,N2BMAA,59,62,43,-8,-5,RST,ORD,268,7,9,0,,0
1996,8,19,1,1000,1000,1133,1133,UA,497,N559UA,153,153,130,0,0,TPA,ORD,1012,10,13,0,,0
1996,8,1,4,2006,2005,2141,2133,UA,725,N506UA,155,148,137,8,1,DEN,PDX,992,3,15,0,,0
1996,8,7,3,1405,1405,1520,1530,WN,1555,N606,75,85,67,-10,0,SMF,PDX,479,2,6,0,,0
1996,8,20,2,1727,1725,1827,1825,UA,1108,N982UA,60,60,42,2,2,IAD,PHL,134,4,14,0,,0
1996,8,3,6,1416,1415,1630,1645,US,821,N280AU,134,150,122,-15,1,SRQ,PHL,956,5,7,0,,0
1996,8,21,3,652,655,847,845,AA,1215,N450AA,115,110,93,2,-3,BHM,DFW,597,8,14,0,,0
1996,8,12,1,1947,1905,2109,2049,NW,1417,N505US,142,164,127,20,42,DTW,DFW,987,5,10,0,,0
1996,8,13,2,1913,1915,5,13,AA,1804,N549AA,172,178,137,-8,-2,LAX,DFW,1235,8,27,0,,0
1996,8,19,1,858,900,1116,1114,AA,2213,N278AA,138,134,105,2,-2,ORD,DFW,802,13,20,0,,0
1996,8,28,3,723,726,1312,1319,AA,432,N463AA,229,233,194,-7,-3,SEA,DFW,1660,16,19,0,,0
1996,8,8,4,2231,2210,2329,2317,UA,571,N316UA,58,67,43,12,21,ORD,DSM,299,5,10,0,,0
1996,8,10,6,1648,1650,1925,1926,NW,497,N8903E,97,96,81,-1,-2,DSM,DTW,534,7,9,0,,0
1996,8,9,5,1410,1410,1609,1610,WN,901,N691,59,60,41,-1,0,MDW,DTW,229,5,13,0,,0
1996,8,20,2,621,625,859,815,NW,1438,N3310L,98,50,67,44,-4,SBN,DTW,157,5,26,0,,0
1996,8,17,6,1813,1730,1851,1808,US,850,N927VJ,38,38,24,43,43,PIT,ERI,109,6,8,0,,0
1996,8,31,6,1754,1540,2338,2005,AA,1008,N878AA,284,205,180,213,134,DFW,EWR,1372,25,79,0,,0
1996,8,4,7,1020,1020,1329,1325,CO,356,N16232,129,125,98,4,0,ORD,EWR,719,6,25,0,,0
1996,8,5,1,1124,1120,1330,1306,NW,1802,N986US,186,166,157,24,4,MSP,FCA,1026,4,25,0,,0
1996,8,27,2,1336,1259,1434,1349,AS,305,N941AS,58,50,39,45,37,SEA,GEG,224,2,17,0,,0
1996,8,26,1,1613,1610,1756,1808,US,248,N526AU,103,118,87,-12,3,LGA,GSP,610,3,13,0,,0
1996,8,11,7,2205,2205,2252,2255,WN,713,N504,47,50,39,-3,0,HRL,HOU,276,3,5,0,,0
1996,8,31,6,1510,1510,1614,1625,UA,1195,N953UA,64,75,49,-11,0,BDL,IAD,326,7,8,0,,0
1996,8,1,4,1839,1840,1927,1925,CO,1711,N13891,48,45,33,2,-1,AUS,IAH,140,4,11,0,,0
1996,8,4,7,943,945,1432,1442,CO,1936,N35832,169,177,147,-10,-2,LAS,IAH,1222,5,17,0,,0
1996,8,18,7,1512,1515,1639,1642,CO,1757,N14325,87,87,71,-3,-3,PNS,IAH,489,5,11,0,,0
1996,8,29,4,1309,1310,1522,1523,CO,1682,N27610,133,133,110,-1,-1,IAH,IND,845,7,16,0,,0
1996,8,19,1,1016,1015,1327,1324,TW,494,N408EA,131,129,98,3,1,STL,JAX,753,4,29,0,,0
1996,8,30,5,1725,1645,2050,2015,TW,66,N651TW,145,150,126,35,40,STL,JFK,892,8,11,0,,0
1996,8,13,2,39,2355,233,201,DL,415,N665DN,294,306,278,32,44,JFK,LAS,2248,4,12,0,,0
1996,8,10,6,615,615,710,710,WN,117,N300,55,55,46,0,0,PHX,LAS,256,2,7,0,,0
1996,8,9,5,1942,1935,2115,2120,DL,1085,N138DL,273,285,242,-5,7,ATL,LAX,1946,9,22,0,,0
1996,8,26,1,1800,1800,2102,2048,AA,21,N129AA,362,348,312,14,0,JFK,LAX,2475,8,42,0,,0
1996,8,20,2,1435,1430,1540,1545,WN,1487,N664,65,75,54,-5,5,OAK,LAX,337,5,6,0,,0
1996,8,6,2,904,904,1124,1133,AS,256,N953AS,140,149,126,-9,0,SEA,LAX,954,3,11,0,,0
1996,8,26,1,1443,1443,1646,1649,HP,2205,N166AW,63,66,48,-3,0,PHX,ABQ,328,4,11,0,,0
1996,8,26,1,2019,2005,2332,2324,UA,1833,N591UA,373,379,360,8,14,ORD,ANC,2846,4,9,0,,0
1996,8,19,1,916,915,1103,1055,DL,1107,N908DE,107,100,86,8,1,CLE,ATL,554,7,14,0,,0
1996,8,1,4,1350,1335,1610,1543,DL,775,N908DE,140,128,109,27,15,EWR,ATL,745,10,21,0,,0
1996,8,13,2,1320,1320,1543,1550,DL,1598,N917DE,83,90,64,-7,0,LIT,ATL,453,9,10,0,,0
1996,8,19,1,908,907,1055,1045,DL,705,N790DL,107,98,90,10,1,PBI,ATL,545,4,13,0,,0
1996,8,9,5,1435,1440,1608,1608,DL,1126,N913DE,93,88,80,0,-5,SRQ,ATL,445,3,10,0,,0
1996,8,2,5,1408,1410,1546,1551,NW,1032,N919RW,98,101,79,-5,-2,MEM,AUS,559,4,15,0,,0
1996,8,19,1,2221,2110,2300,2144,DL,224,N290WA,39,34,26,76,71,PWM,BGR,109,6,7,0,,0
1996,8,11,7,1310,1310,1447,1455,WN,1263,N61,97,105,85,-8,0,HOU,B,670,2,10,0,,0
1996,8,27,2,1501,1505,1657,1659,HP,2828,N185AW,116,114,96,-2,-4,CMH,BOS,640,7,13,0,,0
1996,8,1,4,1630,1620,2022,1928,DL,958,N990DL,232,188,207,54,10,MIA,BOS,1258,9,16,0,,0
1996,8,10,6,956,940,1138,1118,US,1212,N823US,102,98,75,20,16,CLT,BUF,546,4,23,0,,0
